COD_PROVINCIA_MAT;CLAVE_TRAMITE;CODIGO_POSTAL;FECHA_PRIM_MAT;IND_USADO;PERSONA;SERVICIO;MUNICIPIO;KW;RENTING;IND_ROBO;FABRICANTE;DISTANCIA_EJES
SS;1;20130;;N;D;B00;URNIETA;66.00;N;;SKODAAUTOA.S.;2589
M;1;28027;;N;D;B00;MADRID;103.00;N;;VOLKSWAGENAG;2605
CO;1;14800;;N;D;B00;PRIEGODECORDOBA;100.00;N;;DAIMLERAG;2699
M;1;28922;;N;D;B00;ALCORCON;85.00;N;;BAYERISCHEMOTORENWERKEAG;2690
IB;1;07800;;N;X;B00;EIVISSA;88.00;N;;RENAULTS.A.S.;2606
PO;1;36208;;N;D;B00;VIGO;88.00;N;;HONDAOFTHEU.K.MANUFACTURINGLTD.;2630
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;28320;;N;X;B00;PINTO;162.00;N;;VOLKSWAGENAG;2626
CO;1;14002;;N;D;B00;CORDOBA;66.00;N;;SEAT,S.A.;2469
B;1;08860;;N;D;B00;CASTELLDEFELS;51.00;N;;SKODAAUTOA.S.;2451
M;1;05001;;N;D;B00;AVILA;125.00;N;;ND;2075
IB;1;07315;;N;X;A01;ESCORCA;66.00;N;;SEAT,S.A.;2618
GC;1;35250;;N;D;B00;INGENIO;80.00;N;;AUTOMOBILEDACIASA;2673
CO;1;14850;;N;X;B18;BAENA;66.00;N;;RENAULTS.A.S.;2697
SE;1;41530;;N;D;B00;MORONDELAFRONTERA;2.80;N;;ND;1353
M;1;28690;;N;X;B00;BRUNETE;55.00;S;;RENAULTS.A.S.;2589
M;1;28220;;N;D;B00;MAJADAHONDA;92.00;N;;ND;500
T;1;43480;;N;D;B00;VILASECA;103.00;N;;ND;2605
S;1;39430;;N;D;B00;MOLLEDO;80.00;N;;AUTOMOBILEDACIASA;2673
NA;1;31015;;N;D;B00;PAMPLONA;103.00;N;;FORDMOTORCOMPANY;2850
V;1;46850;;N;D;B00;LOLLERIA;66.00;N;;VOLKSWAGENAG;2456
A;1;03390;;N;X;B00;BENEJUZAR;55.00;N;;VOLKSWAGENAG;2681
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
CR;1;13300;;N;D;B00;VALDEPEÑAS;103.00;N;;SKODAAUTOA.S.;2758
Z;1;50171;;N;X;B00;PUEBLADEALFINDEN;35.30;N;;MBKINDUSTRIE;1505
M;1;28108;;N;X;B00;ALCOBENDAS;160.00;S;;BAYERISCHEMOTORENWERKEAG;2810
M;1;06200;;N;X;B00;ALMENDRALEJO;84.00;N;;VOLVOCARCORPORATION;2647
B;1;08551;;N;X;B00;TONA;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
MU;1;30579;;N;D;B00;MURCIA;66.00;N;;SEAT,S.A.;2469
M;1;28030;;N;D;B00;MADRID;77.00;N;;SEAT,S.A.;2578
GU;1;45930;;N;D;B00;MENTRIDA;105.00;N;;BAYERISCHEMOTORENWERKEAG;2690
TF;1;38300;;N;D;B00;LAOROTAVA;62.50;N;;KIAMOTORSCORPORATION;2570
VI;1;01003;;N;D;B00;VITORIAGASTEIZ;130.00;N;;VOLKSWAGENAG;2605
A;1;03177;;N;D;B00;ELCHE;100.00;N;;DAIMLERAG;2699
M;1;28010;;N;D;B00;MADRID;110.00;N;;AUDIA.G.;2620
M;1;28938;;N;D;B00;MOSTOLES;103.00;N;;VOLKSWAGENAG;2605
TO;1;45860;;N;D;B00;VILLACAÑAS;33.50;N;;HONDAMOTORCOLTD;1640
CS;1;12184;;N;X;B00;SARRATELLA;55.00;N;;VOLKSWAGENAG;2456
CA;1;11100;;N;D;B00;SANFERNANDO;77.00;N;;SEAT,S.A.;2620
GC;1;35106;;N;D;B00;SBARTOLOMETIRAJANA;2.90;N;;RIEJUSA;1276
M;1;28009;;N;D;B00;MADRID;63.00;N;;AUDIA.G.;2459
GC;1;35016;;N;D;B00;LASPALMASGC;80.00;N;;KIAMOTORSCORPORATION;2570
AB;1;02006;;N;X;B00;ALBACETE;130.00;N;;VOLKSWAGENAG;2920
A;1;03007;;N;X;B00;ALICANTE;55.00;N;;VOLKSWAGENAG;2681
SE;1;41005;;N;D;B00;SEVILLA;110.00;N;;AUDIA.G.;2816
SE;1;41089;;N;D;B00;DOSHERMANAS;9.10;N;;SUZUKIMOTORCORPORATIONLTD;1465
M;1;28100;;N;X;B00;ALCOBENDAS;110.00;S;;VOLKSWAGENAG;2786
OU;1;28034;12102010;U;D;B00;MADRID;103.00;N;;VOLKSWAGENAG;2920
B;1;08913;;N;D;B00;BADALONA;9.10;N;;THAISUZUKIMOTORCOLTD;1465
M;1;28100;;N;X;B00;ALCOBENDAS;110.00;S;;AUDIA.G.;2817
M;1;28034;;N;D;B00;MADRID;81.00;N;;AUDIA.G.;2620
M;1;28043;;N;D;B00;MADRID;51.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
GR;1;18330;;N;D;B00;CHAUCHINA;96.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2450
Z;1;50690;;N;D;B00;PEDROLA;84.00;N;;VOLVOCARCORPORATION;2647
CR;1;13600;;N;D;B00;ALCAZARDESANJUAN;96.00;N;;NISSANINTERNATIONAL,S.A.;2646
C;1;36940;;N;D;B00;CANGAS;100.00;N;;DAIMLERAG;2699
J;1;23600;;N;D;B00;MARTOS;63.00;N;;SEAT,S.A.;2469
SE;1;41710;;N;D;B00;UTRERA;85.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
M;1;13700;;N;D;B00;TOMELLOSO;84.00;N;;VOLVOCARCORPORATION;2647
C;1;15981;;N;D;B00;DODRO;81.00;N;;NISSANINTERNATIONAL,S.A.;2646
M;1;28822;;N;D;B00;COSLADA;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
MU;1;30880;;N;D;B00;AGUILAS;88.00;N;;FORDWERKEGMBH;2690
A;1;03201;;N;D;B00;ELCHE;65.00;N;;DAIMLERAG;3200
BU;1;09239;;N;D;A00;ALBILLOS;488.00;N;;VOLVOTRUCKCORPORATION;3800
M;1;28914;;N;D;B00;LEGANES;103.00;N;;SKODAAUTOA.S.;2758
T;1;43006;;N;D;B00;TARRAGONA;125.00;N;;ND;2699
H;1;21840;;N;X;A00;NIEBLA;375.00;N;;VOLVOTRUCKCORPORATION;3800
IB;1;07198;;N;D;B00;PALMAMALLORCA;110.00;N;;AUDIA.G.;2620
B;1;08256;;N;X;B00;AGUILARDESEGARRA;110.00;S;;AUDIA.G.;2914
MA;1;29010;;N;D;B00;MALAGA;110.00;N;;AUDIA.G.;2816
IB;1;07315;;N;X;A01;ESCORCA;63.00;N;;SEAT,S.A.;2469
VA;1;47270;;N;D;B00;CIGALES;133.00;N;;VOLVOCARCORPORATION;2774
CA;1;11203;;N;D;B00;ALGECIRAS;51.00;N;;SKODAAUTOA.S.;2451
M;1;28213;;N;X;B00;COLMENARDELARROYO;66.00;S;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
BA;1;06220;;N;D;B00;VILLAFRANCABARROS;66.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2650
SE;1;41500;;N;D;B00;ALCALADEGUADAIRA;85.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2640
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
LE;1;24434;;N;D;B00;VEGADEESPINAREDA;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
M;1;28055;;N;D;B00;MADRID;125.00;N;;DAIMLERAG;2760
TO;1;28924;;N;D;B00;ALCORCON;55.00;N;;AUTOMOBILESCITROEN;2728
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;88.00;S;;ADAMOPELAG;2737
GC;1;35480;;N;D;B00;AGAETE;9.50;N;;SANYANGINDUSTRYCOLTD;1385
MA;1;29620;;N;D;B00;TORREMOLINOS;8.60;N;;HONDAITALIAINDUSTRIALESPA;1315
CA;1;11300;;N;D;B00;LALINEACONCEPCION;66.00;N;;AUTOMOBILEDACIASA;2673
BI;1;48930;;N;D;B00;GETXO;103.00;N;;VOLKSWAGENAG;2920
TE;1;44002;;N;D;B00;TERUEL;81.00;N;;SEAT,S.A.;2618
M;1;44415;;N;D;B00;RUBIELOSDEMORA;125.00;N;;ND;2699
GR;1;14430;;N;D;B00;ADAMUZ;8.30;N;;JINANDALONGVEHICLEINDUSTRYCOLTD;1295
MU;1;30130;;N;D;B00;BENIEL;55.00;N;;AUTOMOBILEDACIASA;2589
A;1;03500;;N;X;B00;BENIDORM;145.00;N;;HYUNDAIMOTORCOMPANY;2700
IB;1;07315;;N;X;A01;ESCORCA;63.00;N;;SEAT,S.A.;2469
B;1;08820;;N;D;B00;ELPRATDELLOBREGAT;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
PO;1;36315;;N;D;B00;VIGO;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
L;1;17520;;N;D;B00;PUIGCERDA;85.00;N;;RENAULTS.A.S.;2641
J;1;23700;;N;D;B00;LINARES;60.00;N;;AUTOMOBILESCITROEN;2451
M;1;28649;;N;X;B00;ROZASDEPUERTOREAL;50.00;S;;AUTOMOBILESPEUGEOT;2538
MU;1;30120;;N;D;B00;MURCIA;2.30;N;;ND;0
MU;1;30710;;N;X;A01;LOSALCAZARES;132.00;N;;VOLKSWAGENAG;3095
IB;1;07315;;N;X;A01;ESCORCA;63.00;N;;SEAT,S.A.;2469
M;1;28330;;N;D;B00;SANMARTINDEVEGA;135.00;N;;SEAT,S.A.;2629
J;1;23711;;N;X;B00;BAÑOSDELAENCINA;70.00;N;;RENAULTS.A.S.;2641
Z;1;50015;;N;X;B00;ZARAGOZA;100.00;N;;VOLKSWAGENAG;3665
HU;1;22142;;N;D;B00;CASBASHUESCA;66.00;N;;AUTOMOBILEDACIASA;2589
BI;1;48970;;N;D;B00;BASAURI;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
M;1;28230;;N;D;B00;LASROZASDEMADRID;110.00;N;;MAZDA;2750
TO;1;28411;;N;D;B00;MORALZARZAL;84.00;N;;AUTOMOBILESCITROEN;2608
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;28760;;N;X;B00;TRESCANTOS;100.00;N;;DAIMLERAG;2699
C;1;36213;;N;X;B00;VIGO;100.00;N;;DAIMLERAG;2699
M;1;28945;;N;D;B00;FUENLABRADA;135.00;N;;DAIMLERAG;2760
OU;1;32710;;N;D;B00;PEREIRODEAGUIAR;130.00;N;;ND;2816
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
O;1;24003;;N;D;B00;LEON;100.00;N;;ADAMOPELAG;2760
M;1;28609;;N;X;B00;VILLANUEVAPERALES;66.00;N;;AUTOMOBILESCITROEN;2728
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
CS;1;12184;;N;X;B00;SARRATELLA;70.00;N;;FORDWERKEGMBH;2648
Z;1;50770;;N;D;B00;QUINTO;77.00;N;;SKODAAUTOA.S.;2668
GC;1;35530;;N;X;A01;TEGUISE;52.00;N;;DAIMLERAG;2494
MA;1;29591;;N;D;B00;MALAGA;140.00;N;;JAGUARLANDROVERLIMITED;2660
VI;1;01005;;N;D;B00;VITORIAGASTEIZ;130.00;N;;VOLKSWAGENAG;2605
A;1;03296;;N;D;B00;ELCHE;81.00;N;;ADAMOPELAG;2685
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;81.00;S;;RENAULTS.A.S.;2703
BI;1;48150;;N;X;B00;SONDIKA;81.00;N;;ND;2670
SE;1;41749;;N;D;A00;ELCUERVODESEVILLA;368.00;N;;IVECOMAGIRUSAG;3790
VA;1;47140;20042004;U;D;A00;LAGUNADEDUERO;0.00;N;;ND;1175
A;1;03140;;N;D;B00;GUARDAMARDELSEGURA;63.00;N;;SEAT,S.A.;2469
CS;1;12600;;N;X;A00;VALLDEUXO;0.00;N;;LECITRAILERSA;1310
M;1;28700;;N;X;B00;SANSEBASTIANREYES;52.00;N;;DAIMLERAG;1873
LU;1;27002;;N;X;B00;LUGO;110.30;N;;FORDWERKEGMBH;2850
M;1;28701;;N;D;B00;SANSEBASTIANREYES;85.00;N;;BAYERISCHEMOTORENWERKEAG;2690
SE;1;41013;;N;D;B00;SEVILLA;90.00;N;;SKODAAUTOA.S.;2576
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;28946;;N;X;B00;FUENLABRADA;93.00;N;;IVECOSPA;3520
M;1;28721;;N;X;B00;REDUEÑA;81.00;N;;VOLKSWAGENAG;2670
B;1;08014;;N;D;B00;BARCELONA;85.00;N;;AUTOMOBILESCITROEN;2785
B;1;08870;;N;D;B00;SITGES;77.00;N;;VOLKSWAGENAG;2620
LE;1;24007;;N;D;B00;LEON;85.00;N;;BAYERISCHEMOTORENWERKEAG;2690
CA;1;11300;;N;D;B00;LALINEACONCEPCION;2.43;N;;MBKINDUSTRIE;1275
O;1;33875;;N;D;B00;TINEO;77.00;N;;VOLKSWAGENAG;2620
M;1;28806;;N;D;B00;ALCALADEHENARES;110.00;N;;SEAT,S.A.;2620
MA;1;29018;;N;D;B00;MALAGA;8.70;N;;HONDAITALIAINDUSTRIALESPA;1340
B;1;08017;;N;D;B00;BARCELONA;193.00;N;;VOLKSWAGENAG;2904
BI;1;48330;;N;X;A00;LEMOA;382.00;N;;SCANIACVAB;3700
GC;1;35432;;N;D;B00;FIRGAS;23.18;N;;MBKINDUSTRIE;1565
GC;1;35110;;N;D;B00;SANTALUCIA;11.00;N;;KTM-SPORTMOTORCYCLEAG;1367
SA;1;37760;;N;D;B00;LINARESDERIOFRIO;81.00;N;;RENAULTS.A.S.;2641
GU;1;28032;;N;D;B00;MADRID;66.00;N;;RENAULTS.A.S.;2606
CE;1;51002;04072003;U;D;B00;CEUTA;105.00;N;;DAIMLERCHRYSLERAG;2715
MA;1;29670;24052006;U;D;A04;MARBELLA;96.00;N;;VOLKSWAGENAG;3400
M;1;28690;;N;X;B00;BRUNETE;110.00;S;;MAZDA;2700
M;1;28924;;N;D;B00;ALCORCON;100.00;N;;DAIMLERAG;2699
V;1;46026;;N;D;B18;VALENCIA;120.00;N;;VOLKSWAGENAG;3665
LE;1;24391;;N;X;A00;SANTOVENIAVALDONCIN;338.00;N;;IVECOMAGIRUSAG;3610
BI;1;48480;;N;D;B00;ARRIGORRIAGA;103.00;N;;ADAMOPELAG;2555
M;1;28038;;N;D;B00;MADRID;63.00;N;;SEAT,S.A.;2469
IB;1;07004;;N;D;B00;PALMAMALLORCA;74.00;N;;ADAMOPELAG;2511
M;1;50410;;N;D;B00;CUARTEDEHUERVA;66.00;N;;SEAT,S.A.;2469
B;1;08190;;N;D;B00;SCUGATDELVALLES;125.00;N;;DAIMLERAG;2840
AV;1;28770;;N;D;B00;COLMENARVIEJO;105.00;N;;BAYERISCHEMOTORENWERKEAG;2760
LE;1;24009;08102007;U;D;B00;LEON;77.00;N;;VOLKSWAGENAG;2675
M;1;28821;;N;D;A04;COSLADA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2700
J;1;23400;;N;D;B00;UBEDA;77.00;N;;VOLKSWAGENAG;2620
MA;1;29013;;N;D;B00;MALAGA;81.00;N;;VOLKSWAGENAG;2605
B;1;08256;;N;X;A01;RAJADELL;152.00;N;;INDUSTRIALROMUSL;4185
CA;1;11140;;N;D;B00;CONILDELAFTRA;8.60;N;;HONDAITALIAINDUSTRIALESPA;1315
NA;1;31620;;N;D;B00;EGUES;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
V;1;46016;;N;D;B00;VALENCIA;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
NA;1;31880;;N;D;B00;LEIZA;103.00;N;;ADAMOPELAG;2555
A;1;46220;;N;D;B00;PICASSENT;66.00;N;;ND;2589
BI;1;48490;;N;D;B00;UGAO-MIRABALLES;92.00;N;;BAYERISCHEMOTORENWERKEAG;1550
TE;1;44143;;N;D;B00;FORTANETE;91.00;N;;ND;2600
A;1;03820;;N;X;B00;COCENTAINA;140.00;N;;AUDIA.G.;2816
V;1;46720;;N;D;B00;VILLALONGA;70.00;N;;FORDWERKEGMBH;2489
SO;1;42110;;N;X;A00;OLVEGA;0.00;N;;FAHRZEUGWERKBERNARDKRONEGMBH;1310
M;1;28609;;N;X;B00;VILLANUEVAPERALES;68.00;N;;AUTOMOBILESCITROEN;2728
BI;1;48200;;N;D;B00;DURANGO;77.00;N;;VOLKSWAGENAG;2620
M;1;28806;;N;D;B00;ALCALADEHENARES;110.00;N;;MAZDA;2700
M;1;28229;;N;D;B00;VILLANUEVAPARDILLO;51.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
GI;1;17230;;N;D;B00;PALAMOS;8.70;N;;HONDAITALIAINDUSTRIALESPA;1340
TF;1;38360;;N;X;B00;ELSAUZAL;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1325
O;1;33418;;N;X;B00;GOZON;110.00;N;;VOLKSWAGENAG;2786
S;1;39110;;N;D;B00;SANTACRUZBEZANA;110.00;N;;MAZDA;2700
MU;1;30366;;N;D;B00;CARTAGENA;68.00;N;;AUTOMOBILESCITROEN;2608
NA;1;31001;;N;D;A18;PAMPLONA;92.00;N;;ADAMOPELAG;4332
O;1;33402;;N;D;B00;AVILES;66.00;N;;RENAULTS.A.S.;2589
B;1;08014;;N;D;B00;BARCELONA;96.00;N;;NISSANINTERNATIONAL,S.A.;2646
Z;1;50750;20042011;U;D;B00;PINA;120.00;N;;ND;2774
L;1;25180;;N;X;B00;ALCARRAS;100.00;N;;NISSANINTERNATIONAL,S.A.;2900
B;1;08830;;N;D;B00;SBOIDELLOB;81.00;N;;VOLKSWAGENAG;2605
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;96.00;S;;RENAULTS.A.S.;2703
O;1;33400;;N;D;B00;AVILES;81.00;N;;VOLKSWAGENAG;2605
A;1;03560;;N;X;B00;CAMPELLO;110.00;N;;SEAT,S.A.;2583
M;1;28794;;N;D;B00;GUADALIXDESIERRA;80.00;N;;DAIMLERAG;2699
SE;1;41300;;N;D;B00;LARINCONADA;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
V;1;46702;22122014;U;D;A00;GANDIA;120.00;N;;RENAULTSAS;4200
BI;1;48330;;N;X;A00;LEMOA;0.00;N;;FAHRZEUGWERKBERNARDKRONEGMBH;1310
M;1;28010;;N;D;B00;MADRID;132.00;N;;VOLVOCARCORPORATION;2647
SE;1;41704;;N;D;B00;DOSHERMANAS;79.00;N;;AUTOMOBILEDACIASA;2810
V;1;46900;;N;D;B00;TORRENT;63.00;N;;AUDIA.G.;2457
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;28980;;N;X;B00;PARLA;125.00;N;;DAIMLERAG;2840
M;1;28006;;N;X;B00;MADRID;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
BI;1;48007;;N;D;B00;BILBAO;110.00;N;;VOLKSWAGENAG;2670
V;1;46690;;N;D;B00;ALCUDIADECRESPINS;51.00;N;;FORDWERKEGMBH;2300
BU;1;30007;;N;D;B00;MURCIA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
TF;1;38879;;N;D;B00;VALLEGRANREY;2.43;N;;MBKINDUSTRIE;1275
LE;1;24220;;N;D;B00;VALDERAS;110.00;N;;MAZDA;2700
M;1;28005;;N;D;B00;MADRID;81.00;N;;VOLKSWAGENAG;2605
TF;1;38760;;N;D;B00;LOSLLANOSA;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
GC;1;35003;;N;D;B00;LASPALMASGC;66.00;N;;AUTOMOBILEDACIASA;2589
VA;1;47008;;N;D;B00;VALLADOLID;110.00;N;;AUDIA.G.;2817
CA;1;11201;;N;D;B00;ALGECIRAS;55.00;N;;AUTOMOBILEDACIASA;2634
M;B;27210;17112011;U;D;B00;GUNTINDEPALLARES;150.00;N;;AUDIA.G.;2758
V;1;46910;;N;D;B00;BENETUSSER;81.00;N;;VOLKSWAGENAG;2605
TF;1;38111;;N;X;B00;SCTENERIFE;55.00;N;;AUTOMOBILESCITROEN;2728
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;103.00;S;;VOLKSWAGENAG;2711
M;1;28700;;N;D;B00;SANSEBASTIANREYES;81.00;N;;VOLKSWAGENAG;2670
BI;1;48480;;N;X;B00;ARRIGORRIAGA;85.00;N;;AUTOMOBILESCITROEN;2840
GC;1;35120;;N;D;B00;MOGAN;66.00;N;;RENAULTS.A.S.;2606
M;1;28014;;N;D;B00;MADRID;110.00;N;;VOLKSWAGENAG;2786
V;1;02620;;N;D;B00;MINAYA;77.00;N;;SEAT,S.A.;2618
GR;1;18013;;N;D;B00;GRANADA;88.00;N;;HONDAOFTHEU.K.MANUFACTURINGLTD.;2595
M;1;28028;;N;D;B00;MADRID;7.00;N;;ND;3400
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
V;1;46839;;N;X;A00;BELLUS;0.00;N;;GUILLENDESARROLLOSINDUSTRIALESSLU;1310
IB;1;07014;;N;X;A01;PALMAMALLORCA;84.00;N;;VOLKSWAGENAG;3000
V;1;46839;;N;X;A00;BELLUS;0.00;N;;GUILLENDESARROLLOSINDUSTRIALESSLU;1310
J;1;18014;;N;D;B00;GRANADA;55.00;N;;AUTOMOBILEDACIASA;2589
M;1;28009;;N;D;B00;MADRID;50.10;N;;TRIUMPHMOTORCYCLESLIMITED;1490
B;1;08720;;N;D;B00;VILAFRANCAPENEDES;55.00;N;;VOLKSWAGENAG;2456
GR;1;18850;;N;D;B00;CULLAR;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1340
LU;1;27002;;N;X;B00;LUGO;110.30;N;;FORDWERKEGMBH;2850
MU;1;30850;;N;D;B00;TOTANA;77.00;N;;VOLKSWAGENAG;2675
A;1;30579;;N;X;B00;MURCIA;66.00;N;;VOLKSWAGENAG;2456
MU;1;30579;;N;D;B00;MURCIA;4.80;N;;PIAGGIO&C.S.P.A;1250
BI;1;48950;;N;D;B00;ERANDIO;77.00;N;;VOLKSWAGENAG;2675
MU;1;30205;;N;D;B00;CARTAGENA;66.00;N;;ADAMOPELAG;2510
A;1;46700;;N;D;B00;GANDIA;81.00;N;;VOLKSWAGENAG;2605
MU;1;30003;;N;D;B00;MURCIA;81.00;N;;VOLKSWAGENAG;2605
CR;1;13005;;N;D;B00;CIUDADREAL;110.00;N;;AUDIA.G.;2818
SE;1;41907;;N;D;B00;VALENCINACONCEPCION;81.00;N;;SEATSA;2605
M;1;20560;27122011;U;D;B00;OÑATI;180.00;N;;BAYERISCHEMOTORENWERKEAG;2760
T;1;43002;;N;D;B00;TARRAGONA;125.00;N;;ND;2840
TF;1;38679;21032012;U;D;B00;ADEJE;165.00;N;;DAIMLERAG;3200
BI;1;31180;;N;D;B00;ZIZURMAYOR;100.00;N;;BAYERISCHEMOTORENWERKEAG;2495
AB;1;02008;;N;D;B00;ALBACETE;66.00;N;;VOLKSWAGENAG;2456
MA;1;18006;;N;X;B00;GRANADA;100.00;N;;DAIMLERAG;2699
M;1;42180;;N;D;B00;ARANCON;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
AV;1;40200;;N;D;B00;CUELLAR;125.00;N;;CHRYSLERGROUPLLC;2700
GR;1;04867;;N;D;B00;MACAEL;77.00;N;;VOLKSWAGENAG;2620
ZA;1;49029;;N;D;B00;ZAMORA;66.00;N;;AUDIA.G.;2459
CA;1;11500;;N;D;B00;ELPUERTOSTAMARIA;3.00;N;;PEUGEOTMOTOCYCLES,S.A.;1256
GC;1;35014;;N;D;B00;LASPALMASGC;55.00;N;;ND;2490
MU;1;30740;;N;D;B00;SANPEDROPINATAR;5.00;N;;AUTOMOBILESCITROEN;2595
GI;1;17800;;N;D;B00;OLOT;86.00;N;;NISSANINTERNATIONAL,S.A.;2530
MA;1;29660;;N;D;B00;MARBELLA;100.00;N;;DAIMLERAG;2699
VA;1;47003;;N;D;B00;VALLADOLID;80.00;N;;DAIMLERAG;2699
M;1;28341;;N;D;B00;VALDEMORO;79.00;N;;AUTOMOBILEDACIASA;2810
M;1;28007;;N;D;B00;MADRID;77.00;N;;SEAT,S.A.;2618
M;1;49004;;N;D;B00;ZAMORA;84.00;N;;VOLVOCARCORPORATION;2647
MA;1;29640;;N;D;B00;FUENGIROLA;77.00;N;;VOLKSWAGENAG;2675
M;1;28411;;N;X;B00;MORALZARZAL;70.00;S;;RENAULTS.A.S.;2641
SE;1;41011;;N;D;B00;SEVILLA;10.55;N;;MBKINDUSTRIE;1525
CA;1;11001;;N;D;B00;CADIZ;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2510
V;1;46910;;N;D;B00;ALFAFAR;96.00;N;;ADAMOPELAG;2760
M;1;28850;;N;D;B00;TORREJONDEARDOZ;77.00;N;;VOLKSWAGENAG;2620
CO;1;14004;;N;D;B00;CORDOBA;80.00;N;;AUTOMOBILEDACIASA;2673
B;1;17244;;N;D;B00;CASSADELASELVA;55.00;N;;VOLKSWAGENAG;2456
CO;1;14500;;N;D;B00;PUENTEGENIL;100.00;N;;DAIMLERAG;2699
B;1;08923;;N;D;B00;SCOLOMAGRAMENET;66.00;N;;AUDIA.G.;2457
B;1;08020;;N;D;B00;BARCELONA;110.00;N;;VOLKSWAGENAG;2620
CR;1;28670;;N;D;B00;VILLAVICIOSADEODON;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
M;1;28500;;N;D;B00;ARGANDADELREY;103.00;N;;VOLKSWAGENAG;2605
LE;1;24710;;N;X;B00;SANJUSTODELAVEGA;63.00;N;;AUDIA.G.;2457
LE;1;24007;;N;D;B00;LEON;77.00;N;;SKODAAUTOA.S.;2668
M;1;28010;;N;D;B00;MADRID;62.00;N;;DAIMLERAG;1867
O;1;33010;;N;D;B00;OVIEDO;100.00;N;;DAIMLERAG;2699
H;1;21840;;N;X;A00;NIEBLA;375.00;N;;VOLVOTRUCKCORPORATION;3800
SE;1;41300;;N;D;B00;LARINCONADA;77.00;N;;VOLKSWAGENAG;2521
M;1;28300;;N;D;B00;ARANJUEZ;96.00;N;;ADAMOPELAG;2555
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;28890;;N;D;B00;LOECHES;235.00;N;;AUDIA.G.;2915
S;1;39600;14062007;U;D;B00;CAMARGO;90.00;N;;BAYERISCHEMOTORENWERKEAG;2760
V;1;46690;02012008;U;X;A00;ALCUDIADECRESPINS;353.00;N;;SCANIACVAB;3700
TF;1;38200;;N;D;B00;LALAGUNA;2.90;N;;RIEJUSA;1276
J;1;23710;;N;D;B00;BAILEN;66.00;N;;AUTOMOBILEDACIASA;2673
IB;1;07190;;N;D;B00;BANYALBUFAR;66.00;N;;SEAT,S.A.;2469
O;1;33010;;N;D;B00;OVIEDO;66.00;N;;VOLKSWAGENAG;2456
TF;1;38109;;N;D;B00;ELROSARIO;50.10;N;;TRIUMPHMOTORCYCLESLIMITED;1490
IB;1;07240;;N;D;B00;SANTJOAN;66.00;N;;RENAULTS.A.S.;2697
A;1;03202;;N;D;B00;ELCHE;66.00;N;;AUDIA.G.;2459
